FullGeoName,key_plot_id,source,sewershed,location,sample_collect_date,first_sample_collect_date,submission_date,population_served,pos_samples,total_samples,percent_detections,pcr_target_detect_cat,latitude,longitude,pcr_target,counties,jurisdiction
,WWS_ca_2590_Treatment plant_post grit removal,WWS,ID:2590,Treatment plant,2024-06-27,2022-09-27,2024-06-30T01:20:03.399Z,50000,0,1,0.0,No recent data,37.711549,-122.147181,hmpxv clade ii,Alameda,California
,CDC_VERILY_ca_2685_Treatment plant_post grit removal,CDC_VERILY,ID:2685,Treatment plant,2024-07-16,2024-03-12,2024-07-18T05:30:35.391Z,15000,0,3,0.0,No detection,35.455193,-120.72309899999999,nvo,San Luis Obispo,California
,WWS_ca_1695_Treatment plant_post grit removal,WWS,ID:1695,Treatment plant,2024-06-26,2022-08-08,2024-06-30T01:20:03.399Z,30000,0,13,0.0,No recent data,38.045722,-122.57385,hmpxv clade ii,Marin,California
,CDC_VERILY_tx_2661_Treatment plant_raw wastewater,CDC_VERILY,ID:2661,Treatment plant,2024-07-22,2024-02-05,2024-07-24T05:51:15.286Z,30000,0,7,0.0,No detection,27.63269,-99.58464400000001,nvo,Webb,Texas
,NWSS_wa_1397_Treatment plant_post grit removal,NWSS,ID:1397,Treatment plant,2024-07-12,2022-10-26,2024-07-17T16:15:19.000Z,295855,0,5,0.0,No detection,47.17857,-122.536455,hmpxv,Pierce,Washington
,NWSS_nj_2356_Treatment plant_raw wastewater,NWSS,ID:2356,Treatment plant,2024-07-11,2023-06-21,2024-07-23T16:03:29.000Z,22181,0,3,0.0,No detection,40.796409999999995,-74.057115,hmpxv,Hudson,New Jersey
,WWS_pa_1667_Treatment plant_post grit removal,WWS,ID:1667,Treatment plant,2024-07-14,2022-08-02,2024-07-19T01:21:14.107Z,125000,0,8,0.0,No detection,40.246759,-76.853824,hmpxv clade ii,Dauphin,Pennsylvania
,WWS_mi_1890_Treatment plant_post grit removal,WWS,ID:1890,Treatment plant,2024-07-18,2022-09-27,2024-07-21T01:16:01.201Z,140000,0,9,0.0,No detection,42.506325999999994,-82.999853,hmpxv clade ii,Macomb,Michigan
,WWS_oh_1891_Treatment plant_primary sludge,WWS,ID:1891,Treatment plant,2024-07-17,2022-12-14,2024-07-21T01:16:01.201Z,174000,0,9,0.0,No detection,41.082192000000006,-80.642026,hmpxv clade ii,Mahoning,Ohio
,NWSS_nc_166_Treatment plant_raw wastewater,NWSS,ID:166,Treatment plant,2024-06-07,2023-12-22,2024-06-14T16:25:16.000Z,135821,0,2,0.0,No recent data,36.106309,-79.66480899999999,nvo,Guilford,North Carolina
,WWS_ut_1708_Treatment plant_post grit removal,WWS,ID:1708,Treatment plant,2024-07-17,2022-09-19,2024-07-21T01:16:01.201Z,115000,0,4,0.0,No detection,40.228105,-111.64223299999999,hmpxv clade ii,Utah,Utah
,CDC_VERILY_md_1284_Treatment plant_post grit removal,CDC_VERILY,ID:1284,Treatment plant,2024-07-18,2022-11-16,2024-07-20T20:49:02.968Z,78365,0,6,0.0,No detection,39.06644,-76.62781700000001,nvo,Anne Arundel,Maryland
,WWS_ks_1895_Treatment plant_post grit removal,WWS,ID:1895,Treatment plant,2024-07-17,2022-08-01,2024-07-21T01:16:01.201Z,80000,0,9,0.0,No detection,38.879082,-95.318133,hmpxv clade ii,Douglas,Kansas
,NWSS_tx_1934_Treatment plant_raw wastewater,NWSS,ID:1934,Treatment plant,2024-07-10,2023-06-11,2024-07-16T13:51:09.000Z,203344,0,2,0.0,No recent data,31.473329999999997,-97.101766,hmpxv clade i,Mclennan,Texas
,NWSS_il_635_Before treatment plant_524_raw wastewater,NWSS,ID:635 -U1,Before treatment plant,2024-06-24,2023-02-27,2024-06-28T13:56:04.000Z,3816,1,4,25.0,No recent data,41.811729,-87.69768,hmpxv clade ii,Cook,Illinois
,WWS_tn_2288_Treatment plant_post grit removal,WWS,ID:2288,Treatment plant,2024-07-17,2023-06-12,2024-07-21T01:16:01.201Z,400000,0,9,0.0,No detection,35.084584,-85.32719499999999,hmpxv clade ii,"Catoosa, Walker, Dade, Hamilton","Tennessee, Georgia"
,CDC_VERILY_wy_2502_Treatment plant_post grit removal,CDC_VERILY,ID:2502,Treatment plant,2024-07-17,2023-11-28,2024-07-19T05:15:44.120Z,18000,0,6,0.0,No detection,44.790858,-106.83816300000001,nvo,Sheridan,Wyoming
,WWS_vt_1751_Treatment plant_post grit removal,WWS,ID:1751 -B,Treatment plant,2024-07-18,2023-03-21,2024-07-21T01:16:01.201Z,16000,0,6,0.0,No detection,44.450199,-73.10663799999999,hmpxv clade ii,Chittenden,Vermont
,WWS_me_2611_Treatment plant_post grit removal,WWS,ID:2611,Treatment plant,2024-07-17,2023-09-14,2024-07-21T01:16:01.201Z,60000,0,8,0.0,No detection,44.087163,-70.172177,hmpxv clade ii,Androscoggin,Maine
,CDC_VERILY_al_2629_Treatment plant_post grit removal,CDC_VERILY,ID:2629,Treatment plant,2024-07-16,2023-12-26,2024-07-18T06:15:29.795Z,70000,0,5,0.0,No detection,32.594796,-85.515353,nvo,Lee,Alabama
,CDC_VERILY_dc_2781_Treatment plant_post grit removal,CDC_VERILY,ID:2781,Treatment plant,2024-07-15,2024-05-28,2024-07-19T05:15:44.120Z,1600000,0,5,0.0,No detection,38.84444,-76.992097,nvo,District Of Columbia,District of Columbia
,WWS_ca_1790_Treatment plant_post grit removal,WWS,ID:1790,Treatment plant,2024-06-28,2022-12-21,2024-07-07T01:25:43.911Z,120000,0,1,0.0,No recent data,33.475903,-117.705686,hmpxv clade ii,Orange,California
,WWS_mi_2208_Treatment plant_post grit removal,WWS,ID:2208,Treatment plant,2024-07-17,2023-04-09,2024-07-21T01:16:01.201Z,21690,0,9,0.0,No detection,43.637415,-84.810231,hmpxv clade ii,Isabella,Michigan
,NWSS_wa_2419_Treatment plant_post grit removal,NWSS,ID:2419,Treatment plant,2024-07-10,2023-09-18,2024-07-17T16:15:19.000Z,896000,0,4,0.0,No detection,47.437211,-121.800388,hmpxv,"King, Pierce",Washington
,NWSS_nc_271_Treatment plant_raw wastewater,NWSS,ID:271,Treatment plant,2024-06-07,2024-02-09,2024-06-14T16:25:16.000Z,173000,0,2,0.0,No recent data,35.629072,-82.586426,nvo,"Buncombe, Henderson",North Carolina
,CDC_VERILY_fl_1631_Treatment plant_raw wastewater,CDC_VERILY,ID:1631 -A,Treatment plant,2024-07-21,2023-01-04,2024-07-24T05:51:15.286Z,80000,0,5,0.0,No detection,28.469021,-81.51030300000001,nvo,Orange,Florida
,WWS_al_1716_Treatment plant_post grit removal,WWS,ID:1716,Treatment plant,2024-07-17,2022-08-12,2024-07-21T01:16:01.201Z,30000,0,8,0.0,No detection,33.72852,-86.634641,hmpxv clade ii,Jefferson,Alabama
,CDC_VERILY_tn_2690_Treatment plant_raw wastewater,CDC_VERILY,ID:2690,Treatment plant,2024-07-18,2024-03-13,2024-07-20T21:49:17.392Z,3710,0,7,0.0,No detection,35.399561999999996,-88.64795099999999,nvo,Chester,Tennessee
,WWS_ca_495_Treatment plant_post grit removal,WWS,ID:495 -B,Treatment plant,2024-07-18,2022-12-08,2024-07-21T01:16:01.201Z,60000,0,7,0.0,No detection,36.98929,-121.75664,hmpxv clade ii,Santa Cruz,California
,WWS_ca_1905_Treatment plant_primary sludge,WWS,ID:1905,Treatment plant,2024-06-20,2022-12-12,2024-06-26T01:17:47.478Z,30000,0,10,0.0,No recent data,37.895604999999996,-122.56921700000001,hmpxv clade ii,Marin,California
,NWSS_nj_2373_Treatment plant_raw wastewater,NWSS,ID:2373,Treatment plant,2024-07-11,2023-08-01,2024-07-23T16:03:29.000Z,9440,0,4,0.0,No detection,40.532500000000006,-74.852934,nvo,Hunterdon,New Jersey
,CDC_VERILY_ca_2684_Treatment plant_primary sludge,CDC_VERILY,ID:2684,Treatment plant,2024-07-16,2024-03-10,2024-07-19T05:15:44.120Z,164000,0,11,0.0,No detection,37.052788,-122.115206,nvo,Santa Cruz,California
,WWS_nj_1616_Treatment plant_post grit removal,WWS,ID:1616 -B,Treatment plant,2024-07-17,2023-04-11,2024-07-21T01:16:01.201Z,50000,0,9,0.0,No detection,40.271438,-74.019462,hmpxv clade ii,Monmouth,New Jersey
,CDC_VERILY_ct_2645_Treatment plant_raw wastewater,CDC_VERILY,ID:2645,Treatment plant,2024-07-18,2024-02-06,2024-07-20T20:49:02.968Z,52268,0,7,0.0,No detection,41.167766,-73.14269399999999,nvo,Fairfield,Connecticut
,NWSS_nj_1453_Treatment plant_raw wastewater,NWSS,ID:1453,Treatment plant,2024-07-11,2023-02-01,2024-07-23T16:03:29.000Z,47000,0,5,0.0,No detection,40.261581,-74.121174,hmpxv,Monmouth,New Jersey
,WWS_ca_1887_Treatment plant_primary sludge,WWS,ID:1887,Treatment plant,2024-06-28,2022-07-07,2024-07-11T01:18:12.262Z,150000,0,1,0.0,No recent data,37.549893999999995,-122.26181799999999,hmpxv clade ii,San Mateo,California
,CDC_VERILY_ar_2686_Treatment plant_raw wastewater,CDC_VERILY,ID:2686,Treatment plant,2024-07-17,2024-03-11,2024-07-20T20:49:02.968Z,38000,0,4,0.0,No detection,34.519321,-92.966137,nvo,Garland,Arkansas
,NWSS_tx_2811_Treatment plant_raw wastewater,NWSS,ID:2811,Treatment plant,2024-07-10,2024-06-11,2024-07-16T13:51:09.000Z,34000,0,2,0.0,No recent data,30.283155999999998,-94.218642,hmpxv clade i,Hardin,Texas
,WWS_ny_2601_Treatment plant_post grit removal,WWS,ID:2601,Treatment plant,2024-07-15,2023-07-31,2024-07-21T01:16:01.201Z,30000,0,8,0.0,No detection,43.463747999999995,-76.343692,hmpxv clade ii,Oswego,New York
,CDC_VERILY_va_2648_Treatment plant_post grit removal,CDC_VERILY,ID:2648,Treatment plant,2024-07-17,2024-02-12,2024-07-20T20:49:02.968Z,63000,0,5,0.0,No detection,36.644925,-79.843132,nvo,"Martinsville City, Henry",Virginia
,CDC_VERILY_md_1260_Treatment plant_post grit removal,CDC_VERILY,ID:1260,Treatment plant,2024-07-18,2022-11-16,2024-07-20T21:49:17.392Z,89319,0,7,0.0,No detection,39.017961,-76.577357,nvo,Anne Arundel,Maryland
,WWS_ia_1884_Treatment plant_post grit removal,WWS,ID:1884,Treatment plant,2024-07-16,2023-01-22,2024-07-21T01:16:01.201Z,27400,0,9,0.0,No detection,42.024456,-92.98746700000001,hmpxv clade ii,Marshall,Iowa
,WWS_ne_2614_Treatment plant_post grit removal,WWS,ID:2614,Treatment plant,2024-07-17,2023-08-02,2024-07-21T01:16:01.201Z,60000,0,9,0.0,No detection,40.853941,-96.72207399999999,hmpxv clade ii,Lancaster,Nebraska
,CDC_VERILY_hi_2668_Treatment plant_post grit removal,CDC_VERILY,ID:2668,Treatment plant,2024-07-17,2024-02-12,2024-07-20T20:49:02.968Z,340000,0,6,0.0,No detection,21.343950000000003,-158.01079,nvo,Honolulu,Hawaii
,NWSS_nj_784_Treatment plant_post grit removal,NWSS,ID:784,Treatment plant,2024-07-15,2023-01-30,2024-07-23T16:03:29.000Z,880000,0,4,0.0,No detection,40.459638,-74.345952,hmpxv,"Middlesex, Somerset, Union",New Jersey
,CDC_VERILY_hi_2484_Treatment plant_post grit removal,CDC_VERILY,ID:2484,Treatment plant,2024-07-17,2023-11-20,2024-07-19T05:15:44.120Z,32604,0,6,0.0,No detection,19.568959,-155.25987,nvo,Hawaii,Hawaii
,WWS_mn_2616_Treatment plant_post grit removal,WWS,ID:2616,Treatment plant,2024-07-17,2023-04-03,2024-07-21T01:16:01.201Z,120000,0,9,0.0,No detection,45.526236000000004,-94.329419,hmpxv clade ii,"Sherburne, Benton, Stearns",Minnesota
,NWSS_tx_2817_Treatment plant_raw wastewater,NWSS,ID:2817,Treatment plant,2024-06-05,2024-05-21,2024-07-16T13:51:09.000Z,1000000,0,2,0.0,No recent data,32.765719999999995,-97.140289,hmpxv clade ii,Tarrant,Texas
,WWS_md_561_Treatment plant_post grit removal,WWS,ID:561 -B,Treatment plant,2024-07-17,2022-12-14,2024-07-21T01:16:01.201Z,90000,0,9,0.0,No detection,39.59031,-77.698413,hmpxv clade ii,Washington,Maryland
